ENSEMBL:ENSFM00250000002406	LIPOMA HMGIC FUSION PARTNER
MGI:88547	Csnk2a2
MGI:88548	Csnk2b
MGI:88549	Csrp1
MGI:88554	Ctla2a
MGI:88555	Ctla2b
MGI:88556	Ctla4
MGI:88557	Pcyt1a
MGI:88558	Ctrl
MGI:88559	Ctrb1
MGI:88561	Ctsb
MGI:88562	Ctsd
MGI:88563	Ctsg
MGI:88564	Ctsl
MGI:88566	Ctxn1
MGI:88568	Cux1
MGI:88574	Cybb
MGI:88578	Cycs
MGI:88579	Cyct
MGI:88582	Cyp11a1
MGI:88583	Cyp11b1
MGI:88584	Cyp11b2
MGI:88586	Cyp17a1
MGI:88587	Cyp19a1
MGI:88588	Cyp1a1
MGI:88589	Cyp1a2
MGI:88590	Cyp1b1
MGI:88591	Cyp21a1
MGI:88593	Cyp24a1
MGI:88594	Cyp27a1
MGI:88596	Cyp2a4
MGI:88597	Cyp2a5
MGI:88598	Cyp2b10
MGI:88599	Cyp2b13
MGI:88600	Cyp2b9
MGI:88602	Cyp2d10
MGI:88603	Cyp2d11
MGI:88604	Cyp2d12
MGI:88606	Cyp2d9
MGI:88607	Cyp2e1
MGI:88608	Cyp2f2
MGI:88609	Cyp3a11
MGI:88610	Cyp3a13
MGI:88611	Cyp4a10
MGI:88612	Cyp4a12a
MGI:88613	Cyr61
MGI:88930	Reep3
MGI:88931	Apon
MGI:891963	Ywhaq
MGI:891964	Xrn1
MGI:891965	Vps45
MGI:891967	Serpina1e
MGI:891968	Serpina1d
MGI:891969	Serpina1c
MGI:891970	Serpina1b
MGI:891971	Serpina1a
MGI:891976	Bhlha15
MGI:891978	Phyh
MGI:891980	Klk1b27
MGI:891981	Klk1b26
MGI:891982	Klk1b16
MGI:891989	Npbwr1
MGI:891990	Gykl1
MGI:891995	Mapre1
MGI:891996	Cps1
MGI:891999	Adarb1
MGI:892001	Slc22a6
MGI:892003	Tcof1
MGI:892004	H2-Bl
MGI:892006	Gsc2
MGI:892010	Sfrp4
MGI:892013	Agrp
MGI:892014	Sfrp1
MGI:892018	Klk1b8
MGI:892019	Klk1b1
MGI:892020	Klk1b5
MGI:892021	Klk1b24
MGI:892022	Klk1b21
MGI:892023	Klk1b11
MGI:892032	Frzb
MGI:892866	Dgcr2
MGI:892877	Pld2
MGI:892968	Tacr3
MGI:892970	Mal
MGI:892973	Gpr19
MGI:892977	Slc26a2
MGI:892979	Chm
MGI:892986	Spib
MGI:892995	Dnajc5
MGI:893573	Prap1
MGI:893575	Plscr1
MGI:893577	Stx4a
MGI:893578	Scarb1
MGI:893579	Khdrbs1
MGI:893580	Prtn3
MGI:893584	Gngt2
MGI:893586	Nhp2l1
MGI:893587	Dok1
MGI:893588	Cirbp
MGI:893591	Neurog3
MGI:893592	Ager
MGI:893597	Frg1
MGI:893598	Sh2b3
MGI:894275	Rfng
MGI:894278	Bche
MGI:894279	Mknk2
MGI:894281	Prl8a2
MGI:894282	Sstr5
MGI:894284	Rab12
MGI:894286	P4ha2
MGI:894288	Sepp1
MGI:894289	Ebf3
MGI:894291	Acsl6
MGI:894292	Mtr
MGI:894293	Smad4
MGI:894297	Clta
MGI:894308	Rab21
MGI:894310	Sept8
MGI:894311	Lilrb3
MGI:894312	Crhr2
MGI:894313	Rab6
MGI:894315	Rap1b
MGI:894316	Mknk1
MGI:894318	Cdk14
MGI:894320	Prdx6
MGI:894323	Ranbp2
MGI:894326	Atp6v1e1
MGI:894332	Ebf2
MGI:894407	Tmem165
MGI:894644	Cacnb2
MGI:894645	Pick1
MGI:894646	Hlcs
MGI:894649	Ppfibp2
MGI:894652	Usp10
MGI:894653	Npm3
MGI:894657	Serpinb8
MGI:894659	Hbp1
MGI:894662	Nrsn1
MGI:894663	Ext1
MGI:894667	Serpinb9d
MGI:894668	Serpinb9b
MGI:894669	Serpinb9c
MGI:894670	Ldb2
MGI:894671	Serpinb9f
MGI:894672	Serpinb9e
MGI:894675	Tnfrsf18
MGI:894676	Mast2
MGI:894678	Aurka
MGI:894679	Bach2
MGI:894680	Bach1
MGI:894681	Usp9x
MGI:894682	Unc5a
MGI:894684	Pa2g4
MGI:894686	Col9a3
MGI:894687	Xrn2
MGI:894688	Serpinb6b
MGI:894689	Ywhae
MGI:894692	Galnt4
MGI:894693	Galnt1
MGI:894694	Galnt2
MGI:894695	Galnt3
MGI:894696	Serping1
MGI:894697	Rad54l
MGI:894698	Sgca
MGI:894701	Mgat5
MGI:894702	Numbl
MGI:894703	Unc5b
MGI:894762	Ldb1
MGI:894806	Mylk
MGI:894810	Uty
MGI:894835	Rbbp6
MGI:895068	Lgals2
MGI:895149	Acadvl
MGI:90168	Dcaf11
MGI:90169	Dhrs4
MGI:90673	D17H6S53E
MGI:90675	Vars
MGI:90676	Lsm2
MGI:91842	D1Pas1
MGI:91860	Dcaf8
MGI:92356	Csde1
MGI:92638	Serp1
MGI:93830	Adipor2
MGI:93882	Lrrc32
MGI:94203	Nudt19
MGI:94852	Oaf
MGI:94859	Dao
MGI:94860	Ppp1r1b
MGI:94862	Slc6a3
MGI:94864	Dbh
MGI:94865	Dbi
MGI:94866	Dbp
MGI:94867	Dbx1
MGI:94869	Dcc
MGI:94871	Eci1
MGI:94872	Dcn
MGI:94873	Pcbd1
MGI:94876	Ddc
MGI:94881	Defa-rs1
MGI:94883	Defa3
MGI:94885	Des
MGI:94890	Dhfr
MGI:94891	Dhh
MGI:94893	Cyb5r3
MGI:94896	Dio1
MGI:94900	Dlk1
MGI:94901	Dlx1
MGI:94902	Dlx2
MGI:94903	Dlx3
MGI:94904	Dlx4
MGI:94906	Dmpk
MGI:94907	Dmwd
MGI:94909	Dmd
MGI:94910	Dmp1
MGI:94912	Dnmt1
MGI:94917	Dpep1
MGI:94919	Dpp4
MGI:94921	Dpp6
MGI:94924	Drd2
MGI:94925	Drd3
MGI:94926	Drd4
MGI:94927	Drd5
MGI:94930	Dsg1a
MGI:94941	Dvl1
MGI:95048	Slc10a3
MGI:95049	Ubl4
MGI:95275	Ebf1
MGI:95276	Epha7
MGI:95278	Epha2
MGI:95281	Ect2
MGI:95283	Edn1
MGI:95284	Edn2
MGI:95285	Edn3
MGI:95286	Eed
MGI:95288	Eef2
MGI:95290	Egf
MGI:95291	Klk1b22
MGI:95293	Klk1b9
MGI:95294	Egfr
MGI:95295	Egr1
MGI:95296	Egr2
MGI:95298	Eif1a
MGI:95299	Eif2s1
MGI:95300	Eif2b4
MGI:95301	Eif3a
MGI:95303	Eif4a1
MGI:95304	Eif4b
MGI:95305	Eif4e
MGI:95309	Eif5
MGI:95314	Cela1
MGI:95316	Cela2a
MGI:95317	Eln
MGI:95321	Emb
MGI:95387	Emx1
MGI:95388	Emx2
MGI:95389	En1
MGI:95390	En2
MGI:95392	Eng
MGI:95393	Eno1
MGI:95394	Eno2
MGI:95395	Eno3
MGI:95401	Epb4.1
MGI:95402	Epb4.2
MGI:95403	Stom
MGI:95405	Ephx1
MGI:95407	Epo
MGI:95408	Epor
MGI:95410	Erbb2
MGI:95411	Erbb3
MGI:95412	Ercc1
MGI:95413	Ercc2
MGI:95414	Ercc3
MGI:95415	Erg
MGI:95420	Ces1c
MGI:95421	Esd
MGI:95432	Ces1e
MGI:95453	Smarcad1
MGI:95454	Etl4
MGI:95455	Ets1
MGI:95456	Ets2
MGI:95457	Mecom
MGI:95458	Evi2a
MGI:95459	Zfp521
MGI:95461	Evx1
MGI:95462	Evx2
MGI:95474	F8a
MGI:95476	Fabp3
MGI:95478	Fabp2
MGI:95479	Fabp1
MGI:95480	Fancc
MGI:95481	Ptk2
MGI:95482	Fah
MGI:95484	Fas
MGI:95485	Fasn
MGI:95486	Fbl
MGI:95487	Fbln1
MGI:95488	Fbln2
MGI:95489	Fbn1
MGI:95490	Fbn2
MGI:95491	Fbp2
MGI:95492	Fbp1
MGI:95494	Fcer1a
MGI:95495	Ms4a2
MGI:95496	Fcer1g
MGI:95497	Fcer2a
MGI:95498	Fcgr1
MGI:95499	Fcgr2b
MGI:95500	Fcgr3
MGI:95513	Fech
MGI:95514	Fes
MGI:95515	Fgf1
MGI:95516	Fgf2
MGI:95517	Fgf3
MGI:95518	Fgf4
MGI:95519	Fgf5
MGI:95520	Fgf6
MGI:95521	Fgf7
MGI:95522	Fgfr1
MGI:95523	Fgfr2
MGI:95524	Fgfr3
MGI:95525	Fgfr4
MGI:95526	Fgg
MGI:95527	Fgr
MGI:95530	Fh1
MGI:95537	Ctgf
MGI:95541	Fkbp1a
MGI:95542	Fkbp2
MGI:95543	Fkbp4
MGI:95546	Foxs1
MGI:95553	Flg
MGI:95554	Fli1
MGI:95556	Flna
MGI:95557	Flnc
MGI:95558	Flt1
MGI:95559	Flt3
MGI:95560	Flt3l
MGI:95561	Flt4
MGI:95564	Fmr1
MGI:95566	Fn1
MGI:95568	Folr1
MGI:95569	Folr2
MGI:95574	Fos
MGI:95575	Fosb
MGI:95576	Fpgs
MGI:95582	Fshb
MGI:95583	Fshr
MGI:95585	Cidec
MGI:95586	Fst
MGI:95588	Fth1
MGI:95589	Ftl1
MGI:95590	Ftl2
MGI:95593	Fuca1
MGI:95594	Fut4
MGI:95595	Fv1
MGI:95602	Fyn
MGI:95606	Xrcc6
MGI:95607	G6pc
MGI:95609	Gaa
MGI:95610	Gabpa
MGI:95611	Gabpb1
MGI:95612	Gabpb2
MGI:95613	Gabra1
MGI:95614	Gabra2
MGI:95615	Gabra3
MGI:95616	Gabra4
MGI:95617	Gabra5
MGI:95618	Gabra6
MGI:95619	Gabrb1
MGI:95620	Gabrb2
MGI:95621	Gabrb3
MGI:95622	Gabrd
MGI:95623	Gabrg2
MGI:95624	Gabrg3
MGI:95625	Gabrr1
MGI:95626	Gabrr2
MGI:95627	Slc6a1
MGI:95628	Slc6a12
MGI:95629	Slc6a13
MGI:95630	Slc6a11
MGI:95632	Gad1
MGI:95634	Gad2
MGI:95636	Galc
MGI:95637	Gal
MGI:95638	Galt
MGI:95639	Gap43
MGI:95640	Gapdh
MGI:95653	Gapdhs
MGI:95654	Gart
MGI:95655	Gas1
MGI:95657	Gas2
MGI:95660	Gas6
MGI:95661	Gata1
MGI:95662	Gata2
MGI:95663	Gata3
MGI:95664	Gata4
MGI:95665	Gba
MGI:95666	Gbp1
MGI:95667	Gbx1
MGI:95668	Gbx2
MGI:95669	Gc
MGI:95674	Gcg
MGI:95675	Gch1
MGI:95676	Gcnt1
MGI:95678	Gda
MGI:95679	Gpd1
MGI:95683	Gdf1
MGI:95684	Gdf10
MGI:95686	Gdf3
MGI:95688	Gdf5
MGI:95689	Gdf6
MGI:95690	Gdf7
MGI:95691	Mstn
MGI:95692	Gdf9
MGI:95697	Gfap
MGI:95698	Gfpt1
MGI:95700	Ggct
MGI:95704	Ggta1
MGI:95705	B4galt1
MGI:95706	Ggt1
MGI:95707	Gh
MGI:95708	Ghr
MGI:95709	Ghrh
MGI:95710	Ghrhr
MGI:95712	Gpr83
MGI:95713	Gja1
MGI:95714	Gja3
MGI:95715	Gja4
MGI:95716	Gja5
MGI:95717	Gja6
MGI:95718	Gjc1
MGI:95719	Gjb1
MGI:95720	Gjb2
MGI:95721	Gjb3
MGI:95722	Gjb4
MGI:95723	Gjb5
MGI:95727	Gli1
MGI:95728	Gli2
MGI:95729	Gli3
MGI:95730	Galk1
MGI:95739	Glul
MGI:95742	Glo1
MGI:95745	Hagh
MGI:95747	Glra1
MGI:95748	Glra2
MGI:95749	Glra3
MGI:95750	Glra4
MGI:95751	Glrb
MGI:95752	Gls
MGI:95753	Glud1
MGI:95755	Slc2a1
MGI:95757	Slc2a3
MGI:95758	Slc2a4
MGI:95759	Glycam1
MGI:95760	Slc6a9
MGI:95762	Gm2a
MGI:95764	Gnl1
MGI:95766	Gna11
MGI:95767	Gna12
MGI:95768	Gna13
MGI:95769	Gna14
MGI:95770	Gna15
MGI:95771	Gnai1
MGI:95772	Gnai2
MGI:95773	Gnai3
MGI:95774	Gnal
MGI:95775	Gnao1
MGI:95776	Gnaq
MGI:95777	Gnas
MGI:95778	Gnat1
MGI:95779	Gnat2
MGI:95780	Gnaz
MGI:95781	Gnb1
MGI:95784	Gnb2
MGI:95785	Gnb3
MGI:95787	Gng7
MGI:95789	Gnrh1
MGI:95790	Gnrhr
MGI:95791	Got1
MGI:95792	Got2
MGI:95794	Lrp2
MGI:95797	Gpi1
MGI:95801	Grk4
MGI:95802	Gpt
MGI:95804	Gsr
MGI:95805	Grb2
MGI:95806	Aes
MGI:95808	Gria1
MGI:95809	Gria2
MGI:95810	Gria3
MGI:95811	Gria4
MGI:95812	Grid1
MGI:95813	Grid2
MGI:95814	Grik1
MGI:95815	Grik2
MGI:95816	Grik3
MGI:95817	Grik4
MGI:95818	Grik5
MGI:95819	Grin1
MGI:95820	Grin2a
MGI:95821	Grin2b
MGI:95822	Grin2c
MGI:95823	Grin2d
MGI:95824	Nr3c1
MGI:95832	Grn
MGI:95833	Grp
MGI:95834	Pdia3
MGI:95835	Hspa5
MGI:95836	Grpr
MGI:95841	Gsc
MGI:95842	Gsx1
MGI:95843	Gsx2
MGI:95851	Gsn
MGI:95852	Gss
MGI:95856	Gsta3
MGI:95860	Gstm1
MGI:95861	Gstm2
MGI:95862	Gstm4
MGI:95863	Gsta2
MGI:95864	Gstp2
MGI:95865	Gstp1
MGI:95871	Guk1
MGI:95872	Gusb
MGI:95880	Gypa
MGI:95886	H13
MGI:95893	H1f0
MGI:95895	H2-Aa
MGI:95896	H2-D1
MGI:95900	H2-Ea-ps
MGI:95901	H2-Eb1
MGI:95902	H2-Eb2
MGI:95904	H2-K1
MGI:95908	H2-Ke2
MGI:95909	Slc39a7
MGI:95911	H2-Ke6
MGI:95913	H2-M1
MGI:95914	H2-M2
MGI:95915	H2-M3
MGI:95917	H2-M5
MGI:95921	H2-DMa
MGI:95922	H2-DMb1
MGI:95923	H2-DMb2
MGI:95924	H2-Oa
MGI:95925	H2-Ob
MGI:95929	H2-Q10
MGI:95931	H2-Q2
MGI:95935	H2-Q6
MGI:95936	H2-Q7
MGI:95937	H2-Q8
MGI:95942	H2-T10
MGI:95956	H2-T22
MGI:95957	H2-T23
MGI:95958	H2-T24
MGI:95959	H2-T3
MGI:95965	H2-T9
MGI:95975	H28
MGI:95994	H47
MGI:96009	Hadh
MGI:96010	Hal
MGI:96011	Hao1
MGI:96012	Hao2
MGI:96013	Hat1
MGI:96015	Hba-a1
MGI:96016	Hba-a2
MGI:96019	Hba-x
MGI:96021	Hbb-b1
MGI:96022	Hbb-b2
MGI:96024	Hbb-bh1
MGI:96025	Hbb-bh2
MGI:96027	Hbb-y
MGI:96031	Hc
MGI:96051	Serpind1
MGI:96052	Hck
MGI:96055	Ptpn6
MGI:96062	Hdc
MGI:96067	Htt
MGI:96070	Hbegf
MGI:96071	Hesx1
MGI:96073	Hexa
MGI:96074	Hexb
MGI:96078	Hgd
MGI:96079	Hgf
MGI:96080	Mst1
MGI:96083	Nrg1
MGI:96086	Hhex
MGI:96097	Hist2h2aa1
MGI:96100	Hivep1
MGI:96103	Hk1
MGI:96108	Hlf
MGI:96109	Hlx
MGI:96112	Hmbs
MGI:96113	Hmgb1
MGI:96120	Hmgn1
MGI:96136	Hmgn2
MGI:96157	Hmgb2
MGI:96158	Hmgcl
MGI:96159	Hmgcr
MGI:96160	Hmga1
MGI:96163	Hmox1
MGI:96170	Hoxa1
MGI:96171	Hoxa10
MGI:96172	Hoxa11
MGI:96173	Hoxa13
MGI:96174	Hoxa2
MGI:96175	Hoxa3
MGI:96176	Hoxa4
MGI:96177	Hoxa5
MGI:96178	Hoxa6
MGI:96179	Hoxa7
MGI:96180	Hoxa9
MGI:96182	Hoxb1
MGI:96183	Hoxb2
MGI:96184	Hoxb3
MGI:96185	Hoxb4
MGI:96186	Hoxb5
MGI:96187	Hoxb6
MGI:96188	Hoxb7
MGI:96189	Hoxb8
MGI:96190	Hoxb9
MGI:96192	Hoxc10
MGI:96193	Hoxc11
MGI:96194	Hoxc12
MGI:96195	Hoxc4
MGI:96196	Hoxc5
MGI:96197	Hoxc6
MGI:96198	Hoxc8
MGI:96199	Hoxc9
MGI:96201	Hoxd1
MGI:96202	Hoxd10
MGI:96203	Hoxd11
MGI:96204	Hoxd12
MGI:96205	Hoxd13
MGI:96207	Hoxd3
MGI:96208	Hoxd4
MGI:96209	Hoxd8
MGI:96210	Hoxd9
MGI:96211	Hp
MGI:96213	Hpd
MGI:96216	Lipc
MGI:96217	Hprt
MGI:96223	Hr
MGI:96224	Hras1
MGI:96226	Hrc
MGI:96231	Hspa1l
MGI:96233	Hsd3b1
MGI:96234	Hsd3b2
MGI:96235	Hsd3b3
MGI:96236	Hsd3b4
MGI:96238	Hsf1
MGI:96239	Hsf2
MGI:96240	Hspb1
MGI:96242	Hspd1
MGI:96243	Hspa2
MGI:96244	Hspa1a
MGI:96245	Hspa9
MGI:96247	Hsp90ab1
MGI:96250	Hsp90aa1
MGI:96257	Hspg2
MGI:96269	Ranbp1
MGI:96270	Trmt2a
MGI:96273	Htr1a
MGI:96274	Htr1b
MGI:96276	Htr1d
MGI:96281	Htr2c
MGI:96282	Htr3a
MGI:96283	Htr5a
MGI:96284	Htr5b
MGI:96285	Slc6a4
MGI:96298	Hyal1
MGI:96382	Iapp
MGI:96389	Ibsp
MGI:96391	Ica1
MGI:96392	Icam1
MGI:96394	Icam2
MGI:96395	Irf8
MGI:96396	Id1
MGI:96397	Id2
MGI:96398	Id3
MGI:96412	Ide
MGI:96413	Idh1
MGI:96414	Idh2
MGI:96416	Ido1
MGI:96417	Ids
MGI:96418	Idua
MGI:96428	Ifi203
MGI:96429	Ifi204
MGI:96431	Cd79b
MGI:96432	Igf1
MGI:96433	Igf1r
MGI:96434	Igf2
MGI:96435	Igf2r
MGI:96436	Igfbp1
MGI:96437	Igfbp2
MGI:96438	Igfbp3
MGI:96439	Igfbp4
MGI:96440	Igfbp5
MGI:96441	Igfbp6
MGI:96446	Ighg1
MGI:96448	Ighm
MGI:96493	Igj
MGI:96522	Rbpj
MGI:96529	Igll1
MGI:96530	Iglv1
MGI:96533	Ihh
MGI:96534	Cd74
MGI:96537	Il10
MGI:96538	Il10ra
MGI:96539	Il12a
MGI:96540	Il12b
MGI:96541	Il13
MGI:96542	Il1a
MGI:96543	Il1b
MGI:96544	Casp1
MGI:96545	Il1r1
MGI:96546	Il1r2
MGI:96547	Il1rn
MGI:96548	Il2
MGI:96549	Il2ra
MGI:96550	Il2rb
MGI:96551	Il2rg
MGI:96552	Il3
MGI:96553	Il3ra
MGI:96556	Il4
MGI:96557	Il5
MGI:96558	Il5ra
MGI:96559	Il6
MGI:96560	Il6st
MGI:96561	Il7
MGI:96562	Il7r
MGI:96563	Il9
MGI:96564	Il9r
MGI:96565	Fabp6
MGI:96567	Impdh1
MGI:96568	Ina
MGI:96569	Inha
MGI:96570	Inhba
MGI:96571	Inhbb
MGI:96572	Ins1
MGI:96573	Ins2
MGI:96575	Insr
MGI:96581	Ipp
MGI:96590	Irf1
MGI:96591	Irf2
MGI:96599	Itga1
MGI:96600	Itga2
MGI:96601	Itga2b
MGI:96602	Itga3
MGI:96603	Itga4
MGI:96604	Itga5
MGI:96605	Itga6
MGI:96606	Itgal
MGI:96607	Itgam
MGI:96608	Itgav
MGI:96609	Itgax
MGI:96610	Itgb1
MGI:96611	Itgb2
MGI:96612	Itgb3
MGI:96613	Itgb4
MGI:96614	Itgb5
MGI:96615	Itgb6
MGI:96616	Itgb7
MGI:96617	Cd47
MGI:96618	Itih1
MGI:96619	Itih2
MGI:96620	Itih3
MGI:96621	Itk
MGI:96622	Itpa
MGI:96623	Itpr1
MGI:96624	Itpr3
MGI:96626	Ivl
MGI:96628	Jak1
MGI:96629	Jak2
MGI:96646	Jun
MGI:96647	Junb
MGI:96648	Jund
MGI:96650	Jup
MGI:96653	Kap
MGI:96654	Kcna1
MGI:96659	Kcna2
MGI:96660	Kcna3
MGI:96661	Kcna4
MGI:96662	Kcna5
MGI:96663	Kcna6
MGI:96664	Kcna7
MGI:96666	Kcnb1
MGI:96667	Kcnc1
MGI:96668	Kcnc2
MGI:96669	Kcnc3
MGI:96670	Kcnc4
MGI:96671	Kcnd1
MGI:96673	Kcne1
MGI:96676	Kin
MGI:96677	Kit
MGI:96680	Kras
MGI:96683	Kdr
MGI:96685	Krt10
MGI:96687	Krt12
MGI:96688	Krt14
MGI:96689	Krt15
MGI:96690	Krt16
MGI:96691	Krt17
MGI:96692	Krt18
MGI:96693	Krt19
MGI:96696	Krt9
MGI:96698	Krt1
MGI:96699	Krt2
MGI:96700	Krt84
MGI:96701	Krt4
MGI:96702	Krt5
MGI:96704	Krt7
MGI:96705	Krt8
MGI:96709	Ky
MGI:96721	L1cam
MGI:96738	l7Rn6
MGI:96739	Stmn1
MGI:96742	Lalba
MGI:96743	Lamb1
MGI:96745	Lamp1
MGI:96748	Lamp2
MGI:96755	Lcat
MGI:96756	Lck
MGI:96757	Lcn2
MGI:96759	Ldha
MGI:96763	Ldhb
MGI:96764	Ldhc
MGI:96765	Ldlr
MGI:96770	Lef1
MGI:96777	Lgals1
MGI:96778	Lgals3
MGI:96782	Lhb
MGI:96783	Lhcgr
MGI:96785	Lhx2
MGI:96787	Lif
MGI:96788	Lifr
MGI:96789	Lipa
MGI:96790	Lipe
MGI:96794	Lmna
MGI:96795	Lmnb1
MGI:96796	Lmnb2
MGI:96799	Mycl1
MGI:96817	Lox
MGI:96819	Anxa1
MGI:96820	Lpl
MGI:96824	Tlr4
MGI:96825	Selenbp1
MGI:96828	Lrp1
MGI:96829	Lrpap1
MGI:96832	Lsp1
MGI:96836	Lta4h
MGI:96837	Ltf
MGI:96840	Ltk
MGI:96853	Alad
MGI:96877	Gm4696
MGI:96878	Blnk
MGI:96881	Ly6d
MGI:96882	Ly6c1
MGI:96885	Ly9
MGI:96891	Lyl1
MGI:96892	Lyn
MGI:96897	Lyz2
MGI:96902	Lyz1
MGI:96904	M6pr
MGI:96907	Marcks
MGI:96908	Mxd1
MGI:96909	Maf
MGI:96910	Maff
MGI:96911	Mafg
MGI:96912	Mag
MGI:96913	Mak
MGI:96915	Maoa
MGI:96916	Maob
MGI:96918	Mas1
MGI:96919	Ascl1
MGI:96920	Ascl2
MGI:96921	Max
MGI:96922	Mb
MGI:96923	Mbl1
MGI:96924	Mbl2
MGI:96925	Mbp
MGI:96928	Mc2r
MGI:96929	Mc3r
MGI:96930	Mcc
MGI:96932	Mcf2
MGI:96937	Mcpt1
MGI:96938	Mcpt2
MGI:96940	Mcpt4
MGI:96941	Cma1
MGI:96942	Tpsb2
MGI:96943	Tpsab1
MGI:96945	Smcp
MGI:96949	Mdk
MGI:96951	Mdm1
MGI:96952	Mdm2
MGI:96955	Slc3a2
MGI:96957	Mea1
MGI:96958	Golga3
MGI:96960	Rab8a
MGI:96963	Mep1a
MGI:96964	Mep1b
MGI:96965	Mertk
MGI:96968	Mest
MGI:96969	Met
MGI:96973	Mgat1
MGI:96974	Kitl
MGI:96975	Clec10a
MGI:96976	Mgp
MGI:96977	Mgmt
MGI:96982	Mif
MGI:96990	Mip
MGI:96995	Mll1
MGI:97004	Mme
MGI:97005	Mmp12
MGI:97007	Mmp10
MGI:97008	Mmp11
MGI:97009	Mmp2
MGI:97010	Mmp3
MGI:97011	Mmp9
MGI:97040	Ndst2
MGI:97043	Me1
MGI:97050	Mdh2
MGI:97051	Mdh1
MGI:97052	Mos
MGI:97054	Mov10
MGI:97072	Gbp4
MGI:97073	Mpg
MGI:97075	Mpi
MGI:97076	Mpl
MGI:97137	Mpo
MGI:97138	Mpv17
MGI:97142	Mrc1
MGI:97143	Marcksl1
MGI:97166	Msmb
MGI:97167	Msn
MGI:97168	Msx1
MGI:97169	Msx2
MGI:97171	Mt1
MGI:97172	Mt2
MGI:97173	Mt3
MGI:97175	Mtap2
MGI:97178	Mtap4
MGI:97180	Mapt
MGI:97231	Muc1
MGI:97233	Mup1
MGI:97234	Mup2
MGI:97235	Mup3
MGI:97236	Mup4
MGI:97239	Mut
MGI:97243	Mx1
MGI:97244	Mx2
MGI:97245	Mxi1
MGI:97249	Myb
MGI:97250	Myc
MGI:97252	Myf5
MGI:97253	Myf6
MGI:97255	Myh6
MGI:97267	Myl4
MGI:97268	Myl3
MGI:97269	Myl1
MGI:97272	Myl2
MGI:97273	Mylpf
MGI:97275	Myod1
MGI:97276	Myog
MGI:97279	Nat1
MGI:97281	Ncam1
MGI:97282	Ncam2
MGI:97283	Ncf1
MGI:97284	Ncf2
MGI:97286	Ncl
MGI:97290	Ndn
MGI:97292	Neb
MGI:97293	Nedd1
MGI:97295	Casp2
MGI:97297	Nedd4
MGI:97298	Sept2
MGI:97301	Nedd8
MGI:97302	Nedd9
MGI:97303	Nek1
MGI:97305	Neu1
MGI:97306	Nf1
MGI:97307	Nf2
MGI:97308	Nfe2
MGI:97309	Nefh
MGI:97311	Nfix
MGI:97312	Nfkb1
MGI:97313	Nefl
MGI:97314	Nefm
MGI:97316	Nfya
MGI:97317	Nfyb
MGI:97320	Klk1b4
MGI:97321	Ngf
MGI:97322	Klk1b3
MGI:97323	Ngfr
MGI:97324	Nhlh2
MGI:97342	Nid1
MGI:97346	Nktr
MGI:97347	Nkx2-2
MGI:97348	Nkx2-3
MGI:97349	Nkx2-4
MGI:97350	Nkx2-5
MGI:97351	Nkx2-6
MGI:97352	Nkx3-1
MGI:97355	Nme1
MGI:97356	Nme2
MGI:97357	Mycn
MGI:97359	Nodal
MGI:97360	Nos1
MGI:97361	Nos2
MGI:97362	Nos3
MGI:97363	Notch1
MGI:97364	Notch2
MGI:97365	Pnp
MGI:97367	Nppa
MGI:97368	Nppb
MGI:97369	Nppc
MGI:97370	Enpp1
MGI:97371	Npr1
MGI:97372	Npr2
MGI:97373	Npr3
MGI:97374	Npy
MGI:97376	Nras
MGI:97379	Slc10a1
MGI:97380	Ntf3
MGI:97381	Ntf5
MGI:97383	Ntrk1
MGI:97384	Ntrk2
MGI:97385	Ntrk3
MGI:97386	Ntsr1
MGI:97388	Nucb1
MGI:97394	Oat
MGI:97397	Opcml
MGI:97401	Ocm
MGI:97402	Odc1
MGI:97424	Odf1
MGI:97429	Oas1g
MGI:97430	Oas1b
MGI:97432	Olfr2
MGI:97435	Mog
MGI:97436	Omp
MGI:97438	Oprd1
MGI:97439	Oprk1
MGI:97440	Oprl1
MGI:97441	Oprm1
MGI:97443	Orm1
MGI:97444	Orm2
MGI:97445	Orm3
MGI:97447	Osbp
MGI:97448	Otc
MGI:97450	Otx1
MGI:97451	Otx2
MGI:97453	Oxt
MGI:97454	Oca2
MGI:97463	P4ha1
MGI:97464	P4hb
MGI:97473	Pah
MGI:97475	Pam
MGI:97478	Reg3b
MGI:97479	Pappa
MGI:97485	Pax1
MGI:97486	Pax2
MGI:97487	Pax3
MGI:97488	Pax4
MGI:97489	Pax5
MGI:97490	Pax6
MGI:97491	Pax7
MGI:97492	Pax8
MGI:97493	Pax9
MGI:97495	Pbx1
MGI:97496	Pbx3
MGI:97499	Pcca
MGI:97501	Pck1
MGI:97502	Pcmt1
MGI:97503	Pcna
MGI:97508	Pcp2
MGI:97509	Pcp4
MGI:97511	Pcsk1
MGI:97512	Pcsk2
MGI:97513	Furin
MGI:97514	Pcsk4
MGI:97515	Pcsk5
MGI:97516	Cdk16
MGI:97517	Cdk17
MGI:97518	Cdk18
MGI:97520	Pcx
MGI:97523	Pde1b
MGI:97524	Pde6a
MGI:97525	Pde6b
MGI:97526	Pde6g
MGI:97527	Pdgfa
MGI:97528	Pdgfb
MGI:97530	Pdgfra
MGI:97531	Pdgfrb
MGI:97532	Pdha1
MGI:97533	Pdha2
MGI:97535	Pdyn
MGI:97537	Pecam1
